normalized_name,clean,staff_evidence,marker,initial_label,label_artifact,n_transcripts,subst_appearances,total_guest_words,first_date,last_date,span_days,n_dates,n_programs,npr_share,wiki_status,generic_name_flag,honorifics,example_transcript_ids
F. Goldman,False,no,,True,False,17,5,3948,2006-11-16,2017-07-15,3894.0,11,6,0.0,unchecked,0,,CNN-85524;CNN-112088;CNN-112158;CNN-112179;CNN-112358
Ronen Bergman,False,yes,CORRESPONDENT,False,False,17,3,3921,2010-06-04,2020-08-14,3724.0,13,7,0.29411764705882354,unchecked,0,DR;MR,NPR-3006;NPR-12488;NPR-23584;NPR-35356;NPR-44531
David Smith,False,yes,CORRESPONDENT,False,False,61,3,3903,2003-10-13,2020-05-17,6061.0,21,31,0.13114754098360656,unchecked,1,DR;MR,NPR-8989;NPR-12159;NPR-27574;NPR-27586;NPR-33623
N. Allen,False,no,,True,False,14,4,3816,2016-02-13,2019-08-04,1268.0,14,1,0.0,unchecked,0,,CNN-276443;CNN-336523;CNN-336524;CNN-336525;CNN-336526
Corey Dade,False,yes,BYLINE,False,False,5,3,3790,2010-11-01,2013-06-11,953.0,4,3,0.8,unchecked,0,,NPR-1483;NPR-3789;NPR-8347;NPR-29775;CNN-230694
David Carr,False,yes,REPORTER,False,False,17,4,3778,2006-03-06,2015-02-13,3266.0,10,11,0.29411764705882354,unchecked,0,MR,NPR-7686;NPR-9506;NPR-12584;NPR-14296;NPR-27374
Jj Sutherland,False,yes,REPORTING,False,False,8,7,3755,2006-11-12,2015-11-27,3302.0,8,5,1.0,unchecked,0,,NPR-1908;NPR-15609;NPR-18250;NPR-18561;NPR-23502
Robert Jeffress,False,yes,HOST,False,False,44,3,3755,2005-12-18,2020-04-12,5229.0,27,15,0.09090909090909091,unchecked,0,DR;PASTOR;REV,NPR-713;NPR-3558;NPR-5347;NPR-48522;CNN-60241
K. Goldman,False,no,,True,False,13,5,3721,2006-11-19,2017-07-15,3891.0,8,4,0.0,unchecked,0,,CNN-85524;CNN-112158;CNN-112179;CNN-112358;CNN-115257
Alan Blinder,False,yes,REPORTER,False,False,37,4,3711,2006-02-20,2020-07-03,5247.0,20,15,0.3783783783783784,unchecked,0,DR;MR;PROFESSOR,NPR-14171;NPR-14539;NPR-15759;NPR-16287;NPR-16476
Susan Stamberg,False,yes,BYLINE,False,False,17,3,3711,2005-07-04,2019-07-10,5119.0,17,4,1.0,unchecked,0,,NPR-5164;NPR-9908;NPR-15357;NPR-33507;NPR-33566
Teri Schultz,False,yes,BYLINE,False,False,14,5,3673,2008-12-12,2015-12-31,2575.0,14,2,1.0,unchecked,0,,NPR-23196;NPR-23543;NPR-29139;NPR-29804;NPR-30399
Mike Thompson,False,yes,BYLINE,False,False,26,3,3640,2003-10-30,2018-03-10,5245.0,14,17,0.15384615384615385,unchecked,1,MR;REP,NPR-963;NPR-3985;NPR-6781;NPR-37619;CNN-61029
O. Castro,False,no,,True,False,18,6,3628,,,,0,10,0.0,unchecked,0,,CNN-206618;CNN-206623;CNN-206626;CNN-206627;CNN-206628
Jerry Mitchell,False,yes,REPORTER,False,False,9,4,3627,2007-02-14,2019-07-26,4545.0,6,7,0.4444444444444444,unchecked,1,MR,NPR-1384;NPR-2322;NPR-9677;NPR-45789;CNN-28510
Kurt Eichenwald,False,yes,REPORTER,False,False,23,3,3608,2005-12-21,2018-11-12,4709.0,17,14,0.13043478260869565,unchecked,0,MR,NPR-14293;NPR-14660;NPR-18359;CNN-40952;CNN-100912
Rob Schmitz,False,yes,BYLINE,False,False,5,5,3583,2006-04-26,2008-04-25,730.0,5,3,1.0,unchecked,0,,NPR-3826;NPR-13580;NPR-40294;NPR-41783;NPR-46268
Alan Schwarz,False,yes,CORRESPONDENT,False,False,6,3,3573,2006-09-13,2011-09-08,1821.0,4,4,0.6666666666666666,unchecked,0,MR,NPR-1392;NPR-5832;NPR-16885;NPR-47330;CNN-218427
Alan Cheuse Reporting,False,no,,False,True,12,4,3554,2005-05-30,2006-08-17,444.0,12,1,1.0,unchecked,0,,NPR-41985;NPR-42095;NPR-42498;NPR-42611;NPR-42642
Felix Contreras,False,yes,BYLINE,False,False,8,6,3521,2006-02-17,2011-02-27,1836.0,8,3,1.0,unchecked,0,,NPR-33733;NPR-36400;NPR-36827;NPR-37588;NPR-41793
J. Mann,False,no,,True,False,3,3,3513,,,,0,2,0.0,unchecked,0,,CNN-56699;CNN-88552;CNN-91569
Lynn Neary,False,yes,BYLINE,False,False,10,7,3496,2008-03-21,2010-12-21,1005.0,10,3,1.0,unchecked,0,,NPR-3269;NPR-31228;NPR-32499;NPR-34096;NPR-34563
Gloria Hillard,False,yes,BYLINE,False,False,9,7,3492,2006-12-28,2009-06-08,893.0,9,4,1.0,unchecked,0,,NPR-5813;NPR-7059;NPR-13140;NPR-16144;NPR-34063
Sonari Glinton,False,yes,BYLINE,False,False,16,4,3405,2008-07-17,2011-07-02,1080.0,16,4,1.0,unchecked,0,,NPR-13488;NPR-29403;NPR-29475;NPR-29631;NPR-29941
Elisabeth Rosenthal,False,yes,REPORTER,False,False,7,4,3395,2011-12-06,2020-06-14,3113.0,7,5,0.5714285714285714,unchecked,0,DR,NPR-626;NPR-6180;NPR-7952;NPR-11265;CNN-394720
Eugene Robinson,False,yes,COMMENTATOR,False,False,15,5,3367,2005-10-14,2019-03-21,4906.0,8,6,0.4,unchecked,0,MR;REVEREND,NPR-16206;NPR-17612;NPR-26258;NPR-27286;NPR-27661
Hannah Vaughan Jones,False,yes,HOST,False,False,11,6,3353,2016-12-21,2018-12-31,740.0,11,4,0.0,unchecked,0,,CNN-301299;CNN-305356;CNN-306831;CNN-306832;CNN-306877
P. Potter,False,no,,True,False,7,3,3341,2011-11-25,2011-12-29,34.0,6,1,0.0,unchecked,0,,CNN-172277;CNN-176581;CNN-176582;CNN-178129;CNN-178130
M. Rivers,False,no,,True,False,10,3,3308,2005-12-22,2005-12-22,0.0,1,5,0.0,unchecked,0,,CNN-13152;CNN-13923;CNN-100940;CNN-103599;CNN-139165
J. Duckett,False,no,,True,False,5,3,3291,2006-11-17,2006-11-17,0.0,1,1,0.0,unchecked,0,,CNN-110536;CNN-110760;CNN-110786;CNN-110862;CNN-112114
K. Phillips,False,no,,True,False,12,5,3271,,,,0,4,0.0,unchecked,0,,CNN-56726;CNN-63803;CNN-83271;CNN-111034;CNN-111035
Elizabeth Blair,False,yes,BYLINE,False,False,9,5,3252,2006-11-04,2011-06-13,1682.0,9,2,1.0,unchecked,0,,NPR-32572;NPR-33031;NPR-33201;NPR-33623;NPR-36720
V. Castile,False,no,,True,False,5,3,3250,2016-07-07,2016-07-08,1.0,5,2,0.0,unchecked,0,,CNN-288380;CNN-288413;CNN-288416;CNN-288471;CNN-288475
Noah Adams,False,yes,HOST,False,False,11,5,3232,2005-05-25,2013-08-01,2990.0,11,3,1.0,unchecked,0,,NPR-3030;NPR-15944;NPR-28594;NPR-33276;NPR-34129
Roben Farzad,False,yes,BYLINE,False,False,19,5,3229,2003-12-13,2013-12-31,3671.0,9,11,0.2631578947368421,unchecked,0,MR,NPR-5630;NPR-13646;NPR-35077;NPR-38617;NPR-47008
Sudarsan Raghavan,False,yes,CORRESPONDENT,False,False,9,7,3212,2010-07-12,2019-04-08,3192.0,8,3,0.8888888888888888,unchecked,0,MR,NPR-6174;NPR-11123;NPR-14950;NPR-26659;NPR-29741
Charles Lane,False,yes,BYLINE,False,False,6,4,3197,2006-12-18,2012-02-29,1899.0,4,4,0.6666666666666666,unchecked,0,,NPR-485;NPR-8393;NPR-12793;NPR-46486;CNN-83321
Robert Siegel,False,yes,BYLINE,False,False,23,5,3187,2005-12-27,2013-01-16,2577.0,20,9,0.8260869565217391,unchecked,0,,NPR-451;NPR-5993;NPR-6195;NPR-7445;NPR-13643
Motoko Rich,False,yes,CORRESPONDENT,False,False,4,3,3185,2005-05-09,2019-05-01,5105.0,4,4,0.75,unchecked,0,MS,NPR-10493;NPR-13024;NPR-48140;CNN-289742
R. Young,False,no,,True,False,10,3,3184,,,,0,7,0.0,unchecked,0,,CNN-28435;CNN-68434;CNN-68443;CNN-69305;CNN-69312
Robert Krulwich,False,yes,BYLINE,False,False,7,3,3158,2007-02-17,2015-12-15,3223.0,6,5,0.8571428571428571,unchecked,0,,NPR-4190;NPR-8376;NPR-18587;NPR-23352;NPR-41196
Kimberly Atkins,False,yes,REPORTER,False,False,11,6,3150,2017-05-26,2018-11-23,546.0,11,2,0.5454545454545454,unchecked,0,,NPR-1960;NPR-3604;NPR-13335;NPR-17375;NPR-18191
Jonathan Landay,False,yes,CORRESPONDENT,False,False,8,3,3149,2005-08-16,2014-12-11,3404.0,6,6,0.5,unchecked,0,MR,NPR-1414;NPR-13000;NPR-40639;NPR-40676;CNN-17357
Evan Osnos,False,yes,CORRESPONDENT,False,False,12,4,3137,2014-12-20,2020-05-23,1981.0,12,6,0.3333333333333333,unchecked,0,,NPR-4326;NPR-20804;NPR-22723;NPR-25526;CNN-296728
B. Sanders,False,no,,True,False,20,4,3131,2015-10-12,2019-10-06,1455.0,18,8,0.0,unchecked,0,,CNN-92016;CNN-92030;CNN-266480;CNN-266481;CNN-266576
Frank Morris,False,yes,BYLINE,False,False,9,3,3124,2006-10-24,2012-07-19,2095.0,6,5,0.5555555555555556,unchecked,1,,NPR-10464;NPR-31598;NPR-33139;NPR-40124;NPR-40422
Alex Perry,False,yes,CORRESPONDENT,False,False,10,4,3065,2002-10-26,2019-08-01,6123.0,5,7,0.4,unchecked,0,MR,NPR-824;NPR-827;NPR-9613;NPR-11973;CNN-58574
Lynn Toler,False,yes,HOST,False,False,10,3,3053,2007-04-19,2012-10-24,2015.0,4,5,0.3,unchecked,0,JUDGE;MS,NPR-1808;NPR-8786;NPR-10649;CNN-126111;CNN-136721
Jasmyne Cannick,False,yes,COMMENTATOR,False,False,10,3,3034,2005-06-09,2020-06-08,5478.0,9,5,0.5,unchecked,0,MS,NPR-2098;NPR-2497;NPR-3532;NPR-18671;NPR-47826
Borzou Daragahi,False,yes,REPORTER,False,False,12,5,3032,2005-10-14,2018-10-21,4755.0,9,6,0.5,unchecked,0,MR,NPR-7742;NPR-14429;NPR-14854;NPR-23195;NPR-32662
Marc Ambinder,False,yes,REPORTER,False,False,7,3,3025,2008-08-14,2017-02-19,3111.0,5,6,0.42857142857142855,unchecked,0,MR,NPR-12971;NPR-39206;NPR-45044;CNN-117081;CNN-203498
T. Green,False,no,,True,False,5,3,3022,,,,0,4,0.0,unchecked,0,,CNN-30866;CNN-30867;CNN-33218;CNN-34022;CNN-51194
C. Simon,False,no,,True,False,4,3,3012,,,,0,2,0.0,unchecked,0,,CNN-84443;CNN-86915;CNN-96495;CNN-96877
D. Van Dam,False,no,,True,False,12,5,3005,2018-02-26,2018-02-26,0.0,1,8,0.0,unchecked,0,,CNN-48670;CNN-48749;CNN-49040;CNN-49275;CNN-49305
John Dimsdale,False,yes,REPORTING,False,False,10,4,3004,2005-08-22,2008-09-11,1116.0,10,1,1.0,unchecked,0,,NPR-16;NPR-467;NPR-1741;NPR-4386;NPR-10462
L. Jones,False,no,,True,False,5,4,2998,2016-07-08,2018-08-11,764.0,4,3,0.0,unchecked,0,,CNN-16898;CNN-288449;CNN-339254;CNN-339322;CNN-347447
G. King,False,no,,True,False,7,3,2992,2006-12-28,2020-02-10,4792.0,4,3,0.0,unchecked,0,,CNN-110797;CNN-113259;CNN-134464;CNN-143923;CNN-145376
James Poniewozik,False,yes,CORRESPONDENT,False,False,25,3,2952,2000-10-26,2019-09-09,6892.0,8,16,0.2,unchecked,0,,NPR-5576;NPR-24771;NPR-30249;NPR-44245;NPR-46165
Molly Peterson,False,yes,BYLINE,False,False,6,6,2949,2006-09-19,2015-03-22,3106.0,6,2,1.0,unchecked,0,,NPR-3018;NPR-6614;NPR-24815;NPR-45719;NPR-47468
V. Jones,False,no,,True,False,12,4,2941,2014-11-11,2020-08-21,2110.0,10,6,0.0,unchecked,0,,CNN-208687;CNN-210549;CNN-242969;CNN-261162;CNN-261163
J. Thomas,False,no,,True,False,8,5,2918,2016-06-28,2017-11-30,520.0,7,3,0.0,unchecked,0,,CNN-29883;CNN-287690;CNN-303318;CNN-307641;CNN-308201
S. King,False,no,,True,False,13,3,2890,2010-12-16,2019-12-18,3289.0,5,8,0.0,unchecked,0,,CNN-8583;CNN-39135;CNN-76192;CNN-93678;CNN-116550
Peter Spiegel,False,yes,CORRESPONDENT,False,False,8,3,2888,2015-06-30,2020-09-25,1914.0,5,3,0.5,unchecked,0,,NPR-6127;NPR-7951;NPR-21213;NPR-21634;CNN-177335
A. Brown,False,no,,True,False,10,5,2859,2014-11-09,2019-03-21,1593.0,4,4,0.0,unchecked,0,,CNN-42953;CNN-92921;CNN-92922;CNN-98052;CNN-98053
Carol Marin,False,yes,REPORTER,False,False,15,5,2856,2004-10-22,2017-07-01,4635.0,10,5,0.4,unchecked,0,MS,NPR-11432;NPR-11647;NPR-11802;NPR-11952;NPR-48118
Michael Graham,False,yes,REPORTER,False,False,13,4,2844,2011-11-07,2018-06-20,2417.0,6,8,0.38461538461538464,unchecked,0,,NPR-7477;NPR-10705;NPR-11435;NPR-11505;NPR-11608
Iona Craig,False,yes,CORRESPONDENT,False,False,10,4,2825,2011-05-25,2017-11-21,2372.0,10,7,0.5,unchecked,0,,NPR-23466;NPR-24780;NPR-25298;NPR-25399;NPR-29483
Sandip Roy,False,yes,BYLINE,False,False,7,5,2763,2005-08-04,2014-08-21,3304.0,7,1,1.0,unchecked,0,MR,NPR-23616;NPR-34830;NPR-36128;NPR-36721;NPR-38182
Jacki Lyden,False,yes,HOST,False,False,7,5,2722,2007-02-18,2011-04-28,1530.0,7,5,1.0,unchecked,0,,NPR-2145;NPR-13484;NPR-14801;NPR-32653;NPR-38278
Scott Simon,False,yes,BYLINE,False,False,23,3,2705,2006-09-09,2016-01-02,3402.0,22,10,0.391304347826087,unchecked,0,,NPR-13632;NPR-14918;NPR-15899;NPR-16313;NPR-17319
M. King,False,no,,True,False,8,3,2686,2018-04-04,2018-04-04,0.0,1,7,0.0,unchecked,0,,CNN-70303;CNN-74670;CNN-94470;CNN-119936;CNN-120070
Nell Boyce,False,yes,REPORTING,False,False,7,4,2675,2006-09-09,2007-03-13,185.0,6,3,0.8571428571428571,unchecked,0,,NPR-36783;NPR-41385;NPR-41406;NPR-41633;NPR-41761
Edward Jay Epstein,False,yes,REPORTING,False,False,8,5,2668,2005-05-23,2017-10-28,4541.0,8,4,0.625,unchecked,0,,NPR-16166;NPR-16289;NPR-16392;NPR-17013;NPR-17213
Greg Miller,False,yes,REPORTER,False,False,26,4,2645,2007-01-09,2019-04-02,4466.0,21,17,0.23076923076923078,unchecked,0,CHIEF;LT;MR,NPR-7384;NPR-11197;NPR-11336;NPR-16772;NPR-28153
Shia Levitt,False,yes,BYLINE,False,False,6,6,2620,2008-02-25,2009-03-16,385.0,6,3,1.0,unchecked,0,,NPR-5453;NPR-8241;NPR-8637;NPR-8735;NPR-35595
Steve Fainaru,False,yes,CORRESPONDENT,False,False,7,5,2607,2005-06-10,2019-01-21,4973.0,5,3,0.7142857142857143,unchecked,0,MR,NPR-1024;NPR-26259;NPR-26948;NPR-43511;NPR-44119
Arun Venugopal,False,yes,BYLINE,False,False,3,3,2579,2010-05-03,2016-06-11,2231.0,3,2,1.0,unchecked,0,,NPR-1213;NPR-21768;NPR-44972
J. Brown,False,no,,True,False,14,3,2576,2009-10-26,2019-07-10,3544.0,4,7,0.0,unchecked,0,,CNN-42953;CNN-113376;CNN-113405;CNN-114685;CNN-126510
S. Williams,False,no,,True,False,16,3,2571,2012-11-25,2012-11-25,0.0,1,13,0.0,unchecked,0,,CNN-11365;CNN-11415;CNN-11439;CNN-11474;CNN-27530
Carol Leonnig,False,yes,REPORTER,False,False,11,4,2567,2008-03-31,2019-04-21,4038.0,9,9,0.36363636363636365,unchecked,0,MS,NPR-7893;NPR-10557;NPR-40489;NPR-49175;CNN-175582
Laura Lorson,False,yes,BYLINE,False,False,5,5,2541,2005-07-27,2008-02-09,927.0,5,1,1.0,unchecked,0,,NPR-40846;NPR-41704;NPR-41933;NPR-43861;NPR-43948
Andrew Ross Sorkin,False,yes,REPORTER,False,False,18,3,2531,2006-11-14,2019-09-07,4680.0,16,8,0.2222222222222222,unchecked,0,,NPR-3079;NPR-29984;NPR-31569;NPR-33994;CNN-111989
L. Berman,False,no,,True,False,8,3,2522,2002-11-12,2017-11-09,5476.0,4,5,0.0,unchecked,0,,CNN-8791;CNN-52337;CNN-59109;CNN-62935;CNN-63258
David Malakoff,False,yes,REPORTING,False,False,6,5,2505,2006-03-29,2008-05-04,767.0,6,3,1.0,unchecked,0,,NPR-14084;NPR-16724;NPR-18634;NPR-40236;NPR-41271
Robert Worth,False,yes,CORRESPONDENT,False,False,5,4,2491,2005-10-04,2017-06-01,4258.0,5,5,0.8,unchecked,0,MR,NPR-975;NPR-14944;NPR-15401;NPR-32154;CNN-284778
Greg Jaffe,False,yes,REPORTER,False,False,6,4,2472,2009-11-11,2019-09-30,3610.0,6,4,0.6666666666666666,unchecked,0,MR,NPR-526;NPR-8424;NPR-8427;NPR-31826;CNN-144967
Lucy Craft,False,yes,BYLINE,False,False,7,5,2464,2006-09-05,2011-06-01,1730.0,7,2,1.0,unchecked,0,,NPR-7241;NPR-29849;NPR-31522;NPR-32129;NPR-33099
Martin Chulov,False,yes,CORRESPONDENT,False,False,5,4,2457,2013-01-16,2018-09-09,2062.0,5,3,0.8,unchecked,0,,NPR-4325;NPR-22985;NPR-27021;NPR-30076;CNN-269669
Shawn Johnson,False,yes,BYLINE,False,False,13,3,2455,2005-09-13,2016-08-05,3979.0,10,7,0.38461538461538464,unchecked,0,MR,NPR-1535;NPR-11577;NPR-33433;NPR-41533;NPR-46873
Carlotta Gall,False,yes,REPORTER,False,False,8,4,2441,2005-06-01,2016-08-16,4094.0,7,6,0.625,unchecked,0,MS,NPR-16799;NPR-18968;NPR-39623;NPR-41018;NPR-44065
Ghaith Abdul-Ahad,False,yes,REPORTER,False,False,4,3,2439,2012-05-29,2014-08-09,802.0,4,2,1.0,unchecked,0,,NPR-7136;NPR-10906;NPR-28509;NPR-28708
Jamelle Bouie,False,yes,CORRESPONDENT,False,False,9,4,2438,2013-12-13,2017-08-14,1340.0,9,5,0.4444444444444444,unchecked,0,,NPR-13664;NPR-19728;NPR-20046;NPR-23155;CNN-220800
Shankar Vedantam,False,yes,BYLINE,False,False,4,4,2429,2006-07-31,2019-10-09,4818.0,4,3,1.0,unchecked,0,MR,NPR-6324;NPR-8215;NPR-17825;NPR-33040
Anthony Brooks,False,yes,HOST,False,False,8,4,2427,2006-02-10,2010-09-09,1672.0,8,3,1.0,unchecked,1,,NPR-2107;NPR-30991;NPR-31206;NPR-34813;NPR-34957
J. Reynolds,False,no,,True,False,9,3,2416,2011-12-20,2011-12-20,0.0,1,6,0.0,unchecked,0,,CNN-31367;CNN-178007;CNN-201130;CNN-201131;CNN-201239
G. Beck,False,no,,True,False,3,3,2414,2006-12-11,2006-12-11,0.0,1,1,0.0,unchecked,0,,CNN-112787;CNN-124512;CNN-124513
V. Kerry,False,no,,True,False,5,3,2403,2004-10-13,2004-11-22,40.0,3,3,0.0,unchecked,0,,CNN-86545;CNN-86643;CNN-88850;CNN-89173;CNN-89957
P. Akers,False,no,,True,False,9,3,2399,,,,0,6,0.0,unchecked,0,,CNN-113683;CNN-113690;CNN-113697;CNN-113834;CNN-113857
Ana Kasparian,False,yes,HOST,False,False,5,5,2395,2017-12-15,2019-05-31,532.0,5,1,1.0,unchecked,0,,NPR-3729;NPR-4599;NPR-10266;NPR-14280;NPR-49015
Curt Nickisch,False,yes,BYLINE,False,False,8,4,2385,2006-11-30,2011-05-07,1619.0,8,5,1.0,unchecked,0,,NPR-16364;NPR-17311;NPR-34723;NPR-34829;NPR-38414
Laura Sullivan Reporting,False,no,,False,True,21,3,2375,2005-05-03,2006-08-12,466.0,21,3,1.0,unchecked,0,,NPR-7410;NPR-13407;NPR-38782;NPR-39011;NPR-39034
Dan Charles,False,yes,BYLINE,False,False,7,5,2365,2006-03-04,2010-10-28,1699.0,7,5,1.0,unchecked,0,,NPR-12732;NPR-16500;NPR-17008;NPR-17871;NPR-19210
M. Brown,False,no,,True,False,11,3,2363,2003-10-31,2014-11-27,4045.0,5,8,0.0,unchecked,0,,CNN-66288;CNN-78700;CNN-97288;CNN-97334;CNN-128395
Cokie Roberts,False,yes,BYLINE,False,False,18,3,2346,2000-11-11,2019-09-17,6884.0,12,9,0.3888888888888889,unchecked,0,,NPR-8511;NPR-16361;NPR-29213;NPR-37397;NPR-37408
Peter Sagal,False,yes,BYLINE,False,False,7,4,2346,2007-06-11,2010-10-16,1223.0,5,4,0.5714285714285714,unchecked,0,,NPR-14931;NPR-41076;NPR-41181;NPR-47835;CNN-156999
Will Shortz,False,yes,BYLINE,False,False,7,4,2340,2005-11-21,2009-02-15,1182.0,5,4,0.7142857142857143,unchecked,0,,NPR-12148;NPR-15503;NPR-16372;NPR-17313;NPR-18009
Ben Domenech,False,yes,HOST,False,False,8,3,2339,2015-07-18,2019-09-29,1534.0,8,4,0.375,unchecked,0,,NPR-10473;NPR-22795;NPR-45667;CNN-259898;CNN-261592
R. Stewart,False,no,,True,False,3,3,2312,,,,0,1,0.0,unchecked,0,,CNN-81876;CNN-84443;CNN-89529
Alex Wagner,False,yes,CORRESPONDENT,False,False,14,3,2265,2007-12-27,2018-10-05,3935.0,9,4,0.21428571428571427,unchecked,0,,NPR-19422;NPR-20505;NPR-22870;CNN-122437;CNN-122650
Charles Maynes,False,yes,BYLINE,False,False,4,4,2254,2017-07-30,2019-05-14,653.0,4,2,1.0,unchecked,0,,NPR-5516;NPR-13432;NPR-16864;NPR-47660
D. Thompson,False,no,,True,False,7,4,2251,2009-10-22,2014-07-17,1729.0,3,5,0.0,unchecked,0,,CNN-67988;CNN-67991;CNN-144269;CNN-144316;CNN-149428
B. Carson,False,no,,True,False,4,3,2246,2015-10-08,2016-01-20,104.0,3,4,0.0,unchecked,0,,CNN-36930;CNN-266269;CNN-270838;CNN-274435
T. Barnes,False,no,,True,False,6,4,2227,,,,0,3,0.0,unchecked,0,,CNN-113376;CNN-125114;CNN-140782;CNN-140877;CNN-145787
Graham Usher,False,yes,REPORTER,False,False,4,4,2226,2006-03-04,2007-11-04,610.0,4,2,1.0,unchecked,0,MR,NPR-17485;NPR-41119;NPR-41300;NPR-42748
Jonathan Freedland,False,yes,REPORTER,False,False,5,3,2226,2005-08-26,2019-07-22,5078.0,4,3,0.6,unchecked,0,MR,NPR-9804;NPR-15861;NPR-35458;CNN-128112;CNN-317370
Ibram X Kendi,False,no,,True,False,3,3,2225,2019-07-18,2019-08-14,27.0,3,1,1.0,unchecked,0,,NPR-9319;NPR-9329;NPR-9881
Ruth Levy Guyer,False,yes,REPORTING,False,False,5,5,2219,2005-05-28,2007-02-24,637.0,5,1,1.0,unchecked,0,MS,NPR-6938;NPR-41345;NPR-43424;NPR-43783;NPR-44193
Kirk Siegler,False,yes,BYLINE,False,False,7,4,2212,2006-07-10,2017-01-30,3857.0,7,3,1.0,unchecked,0,,NPR-10453;NPR-16593;NPR-32156;NPR-38338;NPR-38764
David Jackson,False,yes,CORRESPONDENT,False,False,15,3,2205,2005-06-17,2019-04-28,5063.0,6,11,0.3333333333333333,unchecked,1,MR,NPR-19373;NPR-40093;NPR-43359;NPR-43580;NPR-49406
D. Moxley,False,no,,True,False,4,3,2201,,,,0,3,0.0,unchecked,0,,CNN-55517;CNN-59844;CNN-59849;CNN-59888
Andrea Hsu,False,yes,REPORTING,False,False,8,3,2197,2006-11-24,2010-09-06,1382.0,8,2,1.0,unchecked,0,,NPR-34820;NPR-39169;NPR-41270;NPR-41353;NPR-41400
J. Stepanek,False,no,,True,False,3,3,2195,,,,0,2,0.0,unchecked,0,,CNN-59994;CNN-85594;CNN-103905
Lydia Polgreen,False,yes,CORRESPONDENT,False,False,7,3,2195,2006-05-26,2017-08-27,4111.0,7,3,0.42857142857142855,unchecked,0,,NPR-24633;NPR-29902;NPR-42341;CNN-304153;CNN-307966
John Myers,False,yes,BYLINE,False,False,12,3,2194,2008-03-27,2020-01-04,4300.0,9,8,0.5833333333333334,unchecked,1,REVEREND,NPR-6082;NPR-13490;NPR-15107;NPR-29738;NPR-30774
Amy Sullivan,False,yes,CORRESPONDENT,False,False,10,3,2193,2013-08-02,2015-11-27,847.0,3,6,0.3,unchecked,1,,NPR-23503;NPR-28529;NPR-28580;CNN-102621;CNN-107845
Diantha Parker,False,yes,REPORTING,False,False,6,4,2171,2006-09-11,2009-02-20,893.0,6,2,1.0,unchecked,0,,NPR-3252;NPR-7670;NPR-8627;NPR-9105;NPR-9843
George Packer,False,yes,REPORTER,False,False,13,3,2156,2005-10-14,2019-07-04,5011.0,10,8,0.23076923076923078,unchecked,0,MR,NPR-6916;NPR-43264;NPR-46451;CNN-67281;CNN-96104
Rukmini Callimachi,False,yes,CORRESPONDENT,False,False,7,3,2149,2014-10-27,2020-09-23,2158.0,7,3,0.42857142857142855,unchecked,0,,NPR-22432;NPR-22482;NPR-48930;CNN-241834;CNN-248588
David Was,False,yes,REPORTING,False,False,8,5,2147,2005-07-25,2010-08-30,1862.0,8,2,1.0,unchecked,0,MR,NPR-2289;NPR-3383;NPR-14847;NPR-15378;NPR-16409
Roy Hurst,False,yes,BYLINE,False,False,5,5,2122,2006-11-22,2009-03-20,849.0,5,1,1.0,unchecked,0,,NPR-482;NPR-1638;NPR-2562;NPR-3159;NPR-8187
James Fredrick,False,yes,BYLINE,False,False,5,4,2075,2017-09-20,2018-11-25,431.0,5,3,1.0,unchecked,0,,NPR-1841;NPR-2058;NPR-7460;NPR-8025;NPR-49245
Devlin Barrett,False,yes,REPORTER,False,False,10,3,2071,2014-11-14,2019-07-30,1719.0,10,7,0.3,unchecked,0,,NPR-9569;NPR-14823;NPR-25199;CNN-243267;CNN-243316
E. Hill,False,no,,True,False,7,4,2069,2017-11-22,2018-09-08,290.0,6,2,0.0,unchecked,0,,CNN-125011;CNN-326697;CNN-349567;CNN-349568;CNN-349569
Julie Zickefoose,False,yes,REPORTING,False,False,6,5,2067,2006-02-13,2008-07-21,889.0,6,1,1.0,unchecked,0,,NPR-5739;NPR-41676;NPR-41831;NPR-42550;NPR-42845
A. Khashoggi,False,no,,True,False,6,4,2054,2018-11-04,2018-11-05,1.0,6,2,0.0,unchecked,0,,CNN-353902;CNN-353912;CNN-353913;CNN-353918;CNN-353939
Baxter Black,False,yes,COMMENTATOR,False,False,5,4,2048,2005-07-25,2009-05-25,1400.0,5,2,1.0,unchecked,0,MR,NPR-6109;NPR-16193;NPR-32842;NPR-40235;NPR-40803
M. Dyson,False,no,,True,False,5,4,2035,,,,0,4,0.0,unchecked,0,,CNN-124285;CNN-124712;CNN-128943;CNN-129052;CNN-135415
David Kipen Reporting,False,no,,False,True,3,3,2029,2005-05-25,2005-07-20,56.0,3,1,1.0,unchecked,0,,NPR-16412;NPR-17016;NPR-17191
Scott Shane,False,yes,REPORTER,False,False,6,3,2010,2011-04-25,2017-01-22,2099.0,3,5,0.5,unchecked,0,,NPR-2168;NPR-19479;NPR-46173;CNN-135128;CNN-165802
Ben Hubbard,False,yes,REPORTER,False,False,4,3,2006,2015-06-16,2018-11-04,1237.0,4,3,0.75,unchecked,0,,NPR-2857;NPR-7997;NPR-24361;CNN-339350
Hannah Allam,False,yes,BYLINE,False,False,4,3,2006,2005-08-25,2017-06-24,4321.0,3,4,0.75,unchecked,0,MS,NPR-2929;NPR-15859;NPR-17682;CNN-89509
